"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.633112767E1,2.912256919E-1,1.135599446E0,-5.042077446E-1
2.634116567E1,9.890793683E-2,1.176931002E0,-2.112827057E-1
2.635120467E1,-4.772466352E-2,1.255470583E0,1.593834043E-1
2.636124267E1,-2.046666908E-1,1.278232040E0,4.779812282E-1
2.637128067E1,-2.655597408E-1,1.268316477E0,8.136915135E-1
2.638131967E1,-3.495814157E-1,1.199677548E0,1.222647530E0
2.639135767E1,-3.624142268E-1,1.080415179E0,1.796631854E0
2.640139567E1,-2.918312076E-1,9.828398410E-1,2.263670018E0
2.641143467E1,-1.429400654E-1,8.356828185E-1,2.799849753E0
2.642147267E1,3.743416697E-2,5.246303147E-1,3.311566492E0
2.643151167E1,1.117765439E-1,3.304189206E-1,3.691693981E0
2.644154967E1,2.584257905E-1,3.869917553E-1,3.897023637E0
2.645158717E1,2.998483981E-1,4.551344025E-1,4.019070230E0
2.646162617E1,2.527977906E-1,6.087030432E-1,4.050698989E0
2.647166417E1,7.212038012E-2,7.933442994E-1,4.076327335E0
2.648170217E1,-4.568981420E-2,8.391074596E-1,4.131056689E0
2.649174117E1,-6.574415591E-2,7.465155572E-1,4.271806186E0
2.650177917E1,8.710151307E-2,3.912079632E-1,4.417561485E0
2.651181717E1,3.265210570E-1,-9.958615903E-2,4.325901117E0
2.652185617E1,4.470267995E-1,-4.749446595E-1,3.880386554E0
2.653189417E1,1.894706544E-1,-9.288036016E-1,3.675831070E0
2.654193217E1,1.268717889E-2,-7.156902058E-1,2.701763880E0
2.655197117E1,-2.469790619E-1,-1.110895033E0,2.232977398E0
2.656200917E1,-6.403536560E-1,-1.023285543E0,1.691064468E0
2.657204717E1,-9.697359384E-1,-1.118040769E0,1.343624668E0
2.658208617E1,-1.084606171E0,-1.107268371E0,9.933992547E-1
2.659212417E1,-1.183408693E0,-1.163718706E0,8.108480126E-1
2.660216217E1,-1.275768461E0,-1.221913559E0,7.180807668E-1
2.661220117E1,-1.215727278E0,-1.322237307E0,6.239569670E-1
2.662223917E1,-1.061404931E0,-1.448894577E0,5.310242450E-1
2.663227717E1,-9.695385949E-1,-1.510466342E0,3.896906108E-1
2.664231617E1,-8.859976707E-1,-1.557548561E0,2.337716818E-1
2.665235417E1,-8.006443289E-1,-1.576661940E0,1.766736209E-2
2.666239217E1,-7.559235810E-1,-1.531318975E0,-3.235474920E-1
2.667243117E1,-7.523810454E-1,-1.442541723E0,-6.591279691E-1
2.668246917E1,-7.573838501E-1,-1.271439768E0,-1.005802953E0
2.669250717E1,-6.924345135E-1,-1.035198149E0,-1.465315166E0
2.670254617E1,-5.866938676E-1,-7.882524709E-1,-1.883817347E0
2.671258417E1,-4.839808004E-1,-5.485057022E-1,-2.254375284E0
2.672262317E1,-4.816216316E-1,-3.135360356E-1,-2.630449483E0
2.673266117E1,-4.132566075E-1,-1.618997535E-1,-3.038797390E0
2.674269917E1,-3.613049369E-1,8.331178643E-2,-3.356605840E0
2.675273817E1,-4.052906532E-1,2.270098885E-1,-3.503555725E0
2.676277617E1,-3.110015599E-1,3.776662503E-1,-3.673367053E0
2.677281417E1,-9.023116216E-2,4.269141318E-1,-3.764513451E0
2.678285317E1,-2.620320059E-2,5.644298997E-1,-3.800165679E0
2.679289117E1,-1.722767889E-3,6.132605092E-1,-3.769102930E0
2.680292917E1,8.968717011E-2,6.981391302E-1,-3.764010590E0
2.681296817E1,7.049096212E-2,7.752106219E-1,-3.667239171E0
2.682300617E1,-4.343870927E-2,8.581400004E-1,-3.491816854E0
2.683304417E1,-1.615493226E-1,9.478106339E-1,-3.287017542E0
2.684308317E1,-2.717753493E-1,1.008258491E0,-2.993934628E0
2.685312117E1,-3.806247953E-1,9.138263972E-1,-2.584259403E0
2.686315917E1,-4.263619354E-1,8.332983240E-1,-2.129533136E0
2.687319817E1,-4.230541655E-1,8.320267007E-1,-1.660185907E0
2.688323617E1,-4.016646486E-1,8.942417331E-1,-1.230645937E0
2.689327417E1,-4.335703463E-1,1.049186297E0,-7.939138913E-1
2.690331317E1,-4.598343579E-1,1.229797798E0,-3.840182269E-1
2.691335117E1,-4.081334964E-1,1.315629661E0,-4.743553698E-2
2.692338917E1,-4.009064475E-1,1.360666671E0,3.487472373E-1
2.693342817E1,-5.163263549E-1,1.399997382E0,7.816131037E-1
2.694346617E1,-5.925385617E-1,1.419973517E0,1.141719142E0
2.695350417E1,-6.391424784E-1,1.393943175E0,1.513209710E0
2.696354317E1,-7.000722928E-1,1.255841881E0,1.941200168E0
2.697358117E1,-7.910403503E-1,1.058668872E0,2.394415514E0
2.698361917E1,-7.737533496E-1,8.011954290E-1,2.801283490E0
2.699365817E1,-6.065541914E-1,5.291703853E-1,3.145897331E0
2.700369617E1,-5.432421849E-1,3.173696894E-1,3.465474563E0
2.701373417E1,-4.972673189E-1,3.058671930E-1,3.587990688E0
2.702377317E1,-4.405573670E-1,3.268991160E-1,3.663011050E0
2.703381117E1,-4.123721065E-1,3.606395969E-1,3.937296335E0
2.704385017E1,-2.863570809E-1,2.351229002E-1,4.337324823E0
2.705388817E1,-2.323819083E-1,1.403447970E-1,4.757308103E0
2.706392617E1,-4.247781987E-2,-1.778319909E-1,4.982177399E0
2.707396517E1,1.514694537E-1,-8.070176478E-1,5.060811340E0
2.708400317E1,3.308595814E-1,-1.405262069E0,4.949832941E0
2.709404117E1,6.283462525E-1,-1.907259712E0,4.527921249E0
2.710408017E1,8.860698107E-1,-2.245675942E0,3.912001280E0
2.711411817E1,9.817003649E-1,-2.308532780E0,3.147671961E0
2.712415617E1,8.752192788E-1,-2.185162377E0,2.303382552E0
2.713419517E1,8.952839262E-1,-2.008263638E0,1.459893043E0
2.714423317E1,9.061433020E-1,-1.726136068E0,9.061412555E-1
2.715427117E1,6.999598069E-1,-1.446449417E0,6.519323856E-1
2.716431017E1,7.457497913E-1,-1.360485114E0,4.271730173E-1
2.717434817E1,7.959830748E-1,-1.251243923E0,1.521521527E-1
2.718438617E1,7.884677947E-1,-1.296990200E0,-4.105096221E-2
2.719442517E1,8.503705126E-1,-1.404374608E0,-3.711718941E-1
2.720446317E1,6.944609392E-1,-1.395039235E0,-6.823823458E-1
2.721450117E1,5.386823068E-1,-1.318126715E0,-1.054471083E0
2.722454017E1,4.014081751E-1,-1.172585351E0,-1.517001044E0
2.723457817E1,2.174406826E-1,-9.687197654E-1,-1.963705516E0
2.724461617E1,1.068992899E-1,-7.908955586E-1,-2.436081018E0
2.725465517E1,-2.635794167E-2,-5.995751010E-1,-2.866652437E0
2.726469317E1,-9.912254792E-2,-4.846058312E-1,-3.223012750E0
2.727473117E1,-1.113650552E-1,-3.109801445E-1,-3.534593915E0
2.728477017E1,-1.048053472E-1,-2.857978678E-1,-3.865157481E0
2.729480817E1,-4.892774642E-2,-7.920821048E-2,-4.114134847E0
2.730484617E1,-1.262318842E-2,7.787146389E-2,-4.286627124E0
2.731488517E1,7.198317155E-2,2.424901727E-1,-4.327302695E0
2.732492317E1,9.777174974E-2,4.804923150E-1,-4.309172233E0
2.733496117E1,1.610043986E-1,6.622550601E-1,-4.209619294E0
2.734500017E1,2.116824725E-1,7.717690969E-1,-4.092832271E0
2.735503817E1,2.760056819E-1,8.529277924E-1,-3.988308613E0
2.736507617E1,3.257119851E-1,9.224819575E-1,-3.872010418E0
2.737511517E1,4.415571678E-1,9.544130905E-1,-3.795576784E0
2.738515317E1,5.723811993E-1,9.494672231E-1,-3.677691654E0
2.739519217E1,5.664330096E-1,9.602180600E-1,-3.495209994E0
2.740523017E1,6.475034121E-1,9.197302578E-1,-3.330273489E0
2.741526817E1,5.639194378E-1,9.092246385E-1,-3.021168619E0
2.742530717E1,4.156974545E-1,9.660117006E-1,-2.583795134E0
2.743534517E1,4.507485522E-1,1.058318040E0,-2.171350084E0
2.744538317E1,4.462895752E-1,1.114203461E0,-1.620947582E0
2.745542279E1,3.759807904E-1,1.145396091E0,-9.609723508E-1
2.746546079E1,3.395729194E-1,1.205510949E0,-3.269447243E-1
2.747549879E1,3.110129620E-1,1.259874414E0,2.940471196E-1
2.748553779E1,2.990146948E-1,1.313967590E0,9.036988735E-1
2.749557579E1,2.566852389E-1,1.382453396E0,1.603605909E0
2.750561379E1,9.526312977E-2,1.326451396E0,2.384305678E0
2.751565279E1,-7.515020628E-2,1.277944064E0,3.134589985E0
2.752569079E1,-1.315158668E-1,1.064529464E0,3.875417590E0
2.753572879E1,-1.327721411E-1,8.382920654E-1,4.525178905E0
2.754576779E1,-3.814215515E-2,6.144420853E-1,5.091750128E0
2.755580579E1,1.857035857E-1,4.917691820E-1,5.398347711E0
2.756584379E1,5.496379059E-1,7.212291270E-1,5.497670270E0
2.757588279E1,7.906235169E-1,1.152585973E0,5.439350141E0
2.758592079E1,9.701697287E-1,1.695192748E0,5.498704058E0
2.759595879E1,8.188388906E-1,2.165393087E0,5.466114017E0
2.760599779E1,5.572881105E-1,2.429621307E0,5.535978888E0
2.761603579E1,2.803868544E-1,2.405596852E0,5.713819029E0
2.762607379E1,3.428324863E-1,1.722142712E0,5.657709732E0
2.763611279E1,1.877211309E-1,6.294707452E-1,5.310686254E0
2.764615079E1,1.137948565E-2,-4.549440756E-1,4.495864474E0
2.765618879E1,-1.892389219E-1,-1.269388126E0,3.568190846E0
2.766622779E1,-3.572525241E-1,-1.682316449E0,2.711474351E0
2.767626579E1,-6.282181254E-1,-1.851169419E0,1.962631382E0
2.768630379E1,-1.002120450E0,-1.887176280E0,1.345767673E0
2.769634279E1,-1.330314066E0,-1.848289519E0,8.032249975E-1
2.770638079E1,-1.500670794E0,-1.777421411E0,3.539009732E-1
2.771641879E1,-1.563164227E0,-1.699888501E0,-3.208601117E-2
2.772645779E1,-1.561391644E0,-1.599440645E0,-2.933021843E-1
2.773649579E1,-1.518505240E0,-1.423767337E0,-5.102221906E-1
2.774653379E1,-1.351776856E0,-1.417371214E0,-6.328728014E-1
2.775657279E1,-1.099474763E0,-1.430784434E0,-7.575120503E-1
2.776661079E1,-8.444382200E-1,-1.434432950E0,-9.099992484E-1
2.777664879E1,-6.664362578E-1,-1.438604208E0,-1.105080489E0
2.778668779E1,-5.608892644E-1,-1.409316528E0,-1.337527776E0
2.779672579E1,-4.748907555E-1,-1.330410399E0,-1.603469669E0
2.780676379E1,-4.010902328E-1,-1.285132485E0,-1.910671270E0
2.781680279E1,-3.302932785E-1,-1.208590532E0,-2.258951899E0
2.782684079E1,-2.457718859E-1,-1.087904147E0,-2.644080513E0
2.783687879E1,-2.216832578E-1,-9.648749287E-1,-3.003870217E0
2.784691779E1,-1.407496801E-1,-8.762106742E-1,-3.348325013E0
2.785695579E1,-1.469394695E-1,-8.001688041E-1,-3.680988314E0
2.786699479E1,-1.408364382E-1,-6.610585736E-1,-4.032534029E0
2.787703279E1,-6.783226971E-2,-5.202291155E-1,-4.354073587E0
2.788707079E1,-3.298439931E-2,-3.193974307E-1,-4.566405868E0
2.789710979E1,-1.803778321E-2,-1.468773794E-1,-4.720952455E0
2.790714779E1,1.156849690E-2,9.514296949E-3,-4.840395284E0
2.791718579E1,2.734084949E-2,1.774887228E-1,-4.883448333E0
2.792722479E1,5.081036713E-2,3.431757179E-1,-4.776129706E0
2.793726279E1,5.634643782E-2,5.430797419E-1,-4.616917040E0
2.794730079E1,1.095190801E-1,7.719251445E-1,-4.302587684E0
2.795733979E1,1.052955997E-1,9.403403042E-1,-3.967875518E0
2.796737779E1,1.467267953E-1,1.087479054E0,-3.598672966E0
2.797741579E1,6.912766552E-2,1.205806965E0,-3.103138981E0
2.798745479E1,-5.197078362E-2,1.329979167E0,-2.537889229E0
2.799749279E1,-1.389584953E-1,1.421358430E0,-2.005180986E0
2.800753079E1,-3.183109450E-1,1.433361302E0,-1.395794696E0
2.801756979E1,-5.168337104E-1,1.449915062E0,-7.118055350E-1
2.802760779E1,-6.449640394E-1,1.477155047E0,-1.160257155E-1
2.803764579E1,-8.110478412E-1,1.407361365E0,5.032838845E-1
2.804768479E1,-9.996138217E-1,1.372480093E0,1.093680757E0
2.805772279E1,-1.173126730E0,1.312152907E0,1.568971682E0
2.806776079E1,-1.360227545E0,1.276171919E0,2.120878088E0
2.807779979E1,-1.490238192E0,1.240432129E0,2.632915839E0
2.808783779E1,-1.599673949E0,1.168148849E0,3.268779491E0
2.809787579E1,-1.456916518E0,9.644581684E-1,3.879300141E0
2.810791479E1,-1.313397487E0,7.501121796E-1,4.445954395E0
2.811795279E1,-1.018926444E0,4.748965296E-1,4.813573521E0
2.812799079E1,-6.447024496E-1,3.788502384E-1,4.903804829E0
2.813802979E1,-4.868155305E-1,2.280031843E-1,4.806940439E0
2.814806779E1,-4.188315621E-1,2.845999926E-1,4.754616630E0
2.815810579E1,-4.791413158E-1,3.655962816E-1,4.670868130E0
2.816814479E1,-3.918497317E-1,3.848134482E-1,4.627816250E0
2.817818279E1,-3.673042898E-1,3.667774191E-1,4.654826878E0
2.818822079E1,-2.751463605E-1,9.826275140E-2,4.672754441E0
2.819825979E1,7.372250807E-2,-4.781008769E-1,4.526055987E0
2.820829779E1,3.979451251E-1,-1.063372300E0,4.247608654E0
2.821833679E1,6.294080338E-1,-1.561165356E0,3.669868079E0
2.822837479E1,8.380078176E-1,-1.898115251E0,2.877521242E0
2.823841279E1,8.397616169E-1,-2.001914147E0,2.049841434E0
2.824845179E1,7.710449924E-1,-1.973934489E0,1.353934479E0
2.825848979E1,7.857628727E-1,-1.856217905E0,7.694462174E-1
2.826852779E1,6.662322631E-1,-1.707575105E0,4.612961984E-1
2.827856679E1,5.297505387E-1,-1.528211618E0,3.739002049E-1
2.828860479E1,5.582948914E-1,-1.440677923E0,3.148906893E-1
2.829864279E1,6.729415045E-1,-1.506707021E0,2.495188183E-1
2.830868179E1,7.827727528E-1,-1.580974261E0,1.111549848E-1
2.831871979E1,8.133935979E-1,-1.582951643E0,-1.643851125E-1
2.832875779E1,8.425153631E-1,-1.491865618E0,-5.112583172E-1
2.833879679E1,7.940741050E-1,-1.401498508E0,-9.384225637E-1
2.834883479E1,6.342479204E-1,-1.251447114E0,-1.366686087E0
2.835887279E1,4.102992685E-1,-1.086325545E0,-1.807699463E0
2.836891179E1,3.481975991E-1,-9.359869060E-1,-2.370968179E0
2.837894979E1,2.290766965E-1,-7.645912743E-1,-2.806369398E0
2.838898779E1,2.360076571E-1,-5.505223703E-1,-3.257693755E0
2.839902679E1,2.532153366E-1,-3.339803866E-1,-3.653319874E0
2.840906479E1,2.264031485E-1,-6.638884798E-2,-4.035640655E0
2.841910279E1,2.404455293E-1,1.056394525E-1,-4.301121202E0
2.842914179E1,2.597069337E-1,2.739074086E-1,-4.477510064E0
2.843917979E1,2.556517069E-1,4.229371481E-1,-4.659312277E0
2.844921729E1,3.233056366E-1,5.622476457E-1,-4.714498883E0
2.845925629E1,3.876707998E-1,7.150774907E-1,-4.611278570E0
2.846929429E1,4.414166153E-1,8.416881283E-1,-4.522360547E0
2.847933229E1,5.720353365E-1,9.399982421E-1,-4.365356959E0
2.848937129E1,6.153529353E-1,1.032697222E0,-4.066897531E0
2.849940929E1,6.738908730E-1,1.136649899E0,-3.794928328E0
2.850944729E1,7.708815627E-1,1.168619843E0,-3.542475377E0
2.851948629E1,7.823912220E-1,1.229346539E0,-3.189535101E0
2.852952429E1,7.473155294E-1,1.295835521E0,-2.863106686E0
2.853956229E1,6.506593005E-1,1.333713930E0,-2.452396504E0
2.854960129E1,4.908159762E-1,1.343289476E0,-1.960169705E0
2.855963929E1,3.905625403E-1,1.313664266E0,-1.484824401E0
2.856967729E1,2.541505805E-1,1.244850432E0,-7.117727906E-1
2.857971629E1,9.512849763E-2,1.217394392E0,1.374674553E-1
2.858975429E1,2.258271430E-2,1.238571107E0,9.430757779E-1
2.859979229E1,4.534654610E-2,1.173058610E0,1.678152062E0
2.860983129E1,7.104312200E-2,1.080275869E0,2.305992749E0
2.861986929E1,1.110957818E-1,1.136979682E0,2.840994855E0
2.862990729E1,3.214616440E-3,1.090078142E0,3.308041205E0
2.863994629E1,-1.733633660E-2,1.031797628E0,3.691552479E0
2.864998429E1,-2.637419511E-2,9.812177503E-1,3.921123521E0
2.866002329E1,1.069594614E-2,8.748981205E-1,4.100096852E0
2.867006129E1,5.984530203E-2,7.493179084E-1,4.124971492E0
2.868009929E1,-5.807637312E-2,7.276130439E-1,4.053544244E0
2.869013829E1,-1.613459126E-1,7.558046633E-1,3.996790000E0
2.870017629E1,-1.733953795E-1,8.995572907E-1,3.977335728E0
2.871021429E1,-1.693575847E-1,1.032854950E0,4.152928784E0
2.872025329E1,-2.804144825E-1,1.109062443E0,4.473457943E0
2.873029129E1,-2.207999993E-1,9.715262827E-1,4.833408446E0
2.874032929E1,4.198615126E-2,6.108551109E-1,5.070110167E0
2.875036829E1,6.080238525E-1,-5.732551754E-2,4.940786129E0
2.876040629E1,8.903768697E-1,-7.597882251E-1,4.464526906E0
2.877044429E1,9.293995790E-1,-1.301014838E0,3.506427292E0
2.878048329E1,6.574167815E-1,-1.540673058E0,2.358143481E0
2.879052129E1,-3.861537762E-2,-1.404763886E0,1.358014666E0
2.880055929E1,-6.107780738E-1,-1.144229206E0,5.961756760E-1
2.881059829E1,-1.148845582E0,-8.434751835E-1,1.133026671E-1
2.882063629E1,-1.596247188E0,-6.448717265E-1,-4.448970973E-2
2.883067429E1,-1.743743057E0,-5.954911132E-1,-2.743104279E-2
2.884071329E1,-1.642118303E0,-7.473931512E-1,1.574666870E-1
2.885075129E1,-1.300871289E0,-1.056997665E0,3.734078693E-1
2.886078929E1,-1.051910734E0,-1.308685800E0,5.596101129E-1
2.887082829E1,-8.471899197E-1,-1.558532063E0,6.098341870E-1
2.888086629E1,-6.130251953E-1,-1.752272098E0,5.191479653E-1
2.889090429E1,-5.102659716E-1,-1.878579412E0,3.351571387E-1
2.890094329E1,-5.305626804E-1,-1.936670768E0,8.196100652E-2
2.891098129E1,-4.912811222E-1,-1.936515817E0,-3.356594145E-1
2.892101929E1,-4.256552994E-1,-1.834452083E0,-8.593494970E-1
2.893105829E1,-3.398757321E-1,-1.637873809E0,-1.390742117E0
2.894109629E1,-2.058861276E-1,-1.361628537E0,-1.973719457E0
2.895113429E1,-1.626585759E-3,-1.119739312E0,-2.563840342E0
2.896117329E1,1.068687199E-1,-8.889365543E-1,-3.090332994E0
2.897121129E1,2.110546643E-1,-6.707501873E-1,-3.608992717E0
2.898124929E1,2.684206007E-1,-4.847191210E-1,-4.039706224E0
2.899128829E1,2.716912407E-1,-2.489374588E-1,-4.402990808E0
2.900132629E1,2.880342450E-1,-8.294143841E-2,-4.685801919E0
2.901136429E1,3.175430959E-1,1.146343705E-1,-4.844529850E0
2.902140329E1,3.804317641E-1,3.150456405E-1,-4.941303023E0
2.903144129E1,3.897176907E-1,4.378987111E-1,-4.955837447E0
2.904147929E1,3.905411248E-1,5.830249956E-1,-4.882073067E0
2.905151829E1,3.606519126E-1,6.539730638E-1,-4.756529254E0
2.906155629E1,2.793798177E-1,7.504491985E-1,-4.545661116E0
2.907159429E1,1.453123721E-1,8.635470669E-1,-4.200185396E0
2.908163329E1,-8.127151016E-2,9.807433949E-1,-3.751858322E0
2.909167129E1,-3.311593243E-1,1.149927025E0,-3.197413055E0
2.910170929E1,-4.870901670E-1,1.165092071E0,-2.532384660E0
2.911174829E1,-5.947319984E-1,1.257538743E0,-1.904923457E0
2.912178629E1,-7.531446187E-1,1.414837615E0,-1.248557712E0
2.913182429E1,-8.496420226E-1,1.588274656E0,-5.932029516E-1
2.914186329E1,-8.880590335E-1,1.776004923E0,9.835367560E-2
2.915190129E1,-9.600055137E-1,1.846834147E0,7.061547858E-1
2.916193929E1,-9.822278568E-1,1.856795171E0,1.241241676E0
2.917197829E1,-1.076004697E0,1.844752392E0,1.757923871E0
2.918201629E1,-1.172890503E0,1.777659247E0,2.267772424E0
2.919205429E1,-1.172467895E0,1.673278554E0,2.792341343E0
2.920209329E1,-1.129127090E0,1.519328675E0,3.327948636E0
2.921213129E1,-1.014427889E0,1.272996881E0,3.935084918E0
2.922216929E1,-8.611296818E-1,9.664640558E-1,4.412839859E0
2.923220829E1,-6.926673058E-1,7.068722391E-1,4.736470966E0
2.924224629E1,-6.078235488E-1,5.325904948E-1,4.839329336E0
2.925228429E1,-5.787161824E-1,5.058486926E-1,4.877184210E0
2.926232329E1,-5.539193468E-1,3.301526530E-1,5.016549087E0
2.927236129E1,-4.039137070E-1,2.312558442E-1,5.082199286E0
2.928239929E1,-1.671489086E-1,9.561081983E-2,5.106976862E0
2.929243829E1,1.485194238E-1,-1.188774756E-1,5.106004470E0
2.930247629E1,5.613802113E-1,-5.597465723E-1,4.991821797E0
2.931251529E1,9.508548405E-1,-1.087444336E0,4.755108966E0
2.932255329E1,1.204572179E0,-1.520738146E0,4.277370397E0
2.933259129E1,1.310591116E0,-1.864726042E0,3.670422980E0
2.934263029E1,1.374320796E0,-2.089634076E0,2.848155355E0
2.935266829E1,1.326129945E0,-2.156428282E0,1.947240341E0
2.936270629E1,1.248429658E0,-2.089816070E0,1.185442282E0
2.937274429E1,1.208835676E0,-1.918181580E0,5.704777479E-1
2.938278329E1,1.104862095E0,-1.713904423E0,2.817808306E-1
2.939282129E1,9.963127030E-1,-1.454780238E0,1.235417265E-1
2.940285929E1,9.998189127E-1,-1.232613525E0,1.168443257E-1
2.941289829E1,9.985570105E-1,-1.169027978E0,6.101569533E-2
2.942293629E1,1.042039684E0,-1.337571338E0,-7.632779896E-2
2.943297529E1,1.017654528E0,-1.422950188E0,-3.726073855E-1
2.944301329E1,8.947245669E-1,-1.506521518E0,-6.622065282E-1
2.945305479E1,7.180697302E-1,-1.501704874E0,-1.010939732E0
2.946309379E1,5.029513972E-1,-1.464968719E0,-1.391511025E0
2.947313179E1,3.637991764E-1,-1.372194749E0,-1.897134966E0
2.948316979E1,2.343830813E-1,-1.164773252E0,-2.423428813E0
2.949320879E1,1.904664535E-1,-9.887207513E-1,-2.944335621E0
2.950324679E1,1.383973087E-1,-8.120811903E-1,-3.399812086E0
2.951328479E1,1.628171451E-1,-6.299668814E-1,-3.813653451E0
2.952332379E1,2.440593826E-1,-4.513981779E-1,-4.149954305E0
2.953336179E1,2.472416567E-1,-2.790121740E-1,-4.432367220E0
2.954339979E1,2.084824375E-1,-1.238975295E-1,-4.629044750E0
2.955343879E1,1.975792442E-1,7.462362796E-3,-4.738351430E0
2.956347679E1,1.693865650E-1,1.472928241E-1,-4.754713109E0
2.957351479E1,1.515999562E-1,3.370107061E-1,-4.674964689E0
2.958355379E1,1.744095790E-1,5.369926442E-1,-4.515010012E0
2.959359179E1,2.308929879E-1,7.240861496E-1,-4.355923061E0
2.960362979E1,2.696060506E-1,8.861312065E-1,-4.139369091E0
2.961366879E1,2.536906970E-1,1.019188399E0,-3.789306230E0
2.962370679E1,2.092123162E-1,1.187871508E0,-3.337503571E0
2.963374479E1,2.718973916E-1,1.320547901E0,-2.844251170E0
2.964378379E1,3.185982260E-1,1.379702427E0,-2.316666842E0
2.965382179E1,2.672089845E-1,1.372473222E0,-1.728501266E0
2.966385979E1,1.942064971E-1,1.318448019E0,-1.086108028E0
2.967389879E1,2.267973422E-1,1.242010877E0,-5.292414290E-1
2.968393679E1,1.750852248E-1,1.097644585E0,6.535257518E-2
2.969397479E1,1.989903235E-1,9.358813637E-1,5.739024621E-1
2.970401379E1,3.496719745E-1,8.466734643E-1,1.019926903E0
2.971405179E1,3.515479805E-1,8.136653472E-1,1.420024388E0
2.972408979E1,2.478582821E-1,8.014608926E-1,1.709101374E0
2.973412879E1,6.489810035E-2,8.087836531E-1,1.859873584E0
2.974416679E1,-1.753252530E-1,8.721032976E-1,2.072019339E0
2.975420479E1,-2.893080244E-1,8.925632899E-1,2.374430900E0
2.976424379E1,-2.395270962E-1,8.236978537E-1,2.692071535E0
2.977428179E1,-1.249191843E-1,7.806895360E-1,3.076410774E0
2.978431979E1,5.747929931E-2,6.465811600E-1,3.410483254E0
2.979435879E1,3.348176347E-1,5.890083052E-1,3.605843992E0
2.980439679E1,6.071210790E-1,5.995097584E-1,3.654299283E0
2.981443479E1,7.773963842E-1,7.446462755E-1,3.678679249E0
2.982447379E1,5.989957881E-1,1.013999142E0,3.690081904E0
2.983451179E1,3.452299909E-1,1.139952845E0,3.776936445E0
2.984454979E1,1.528989152E-1,1.293319025E0,3.951320881E0
2.985458879E1,-4.897079654E-2,1.233972564E0,4.322396296E0
2.986462679E1,5.998724319E-2,9.769710638E-1,4.707449480E0
2.987466479E1,4.778054463E-1,3.598800436E-1,4.685340573E0
2.988470379E1,6.631961694E-1,-2.859938957E-1,4.444225958E0
2.989474179E1,6.372662531E-1,-8.305162919E-1,3.961364059E0
2.990477979E1,4.832118550E-1,-1.257447819E0,3.204056076E0
2.991481879E1,3.035019211E-2,-1.441819738E0,2.368171456E0
2.992485679E1,-4.822695031E-1,-1.411825714E0,1.628150182E0
2.993489479E1,-9.523395947E-1,-1.316811968E0,1.153264470E0
2.994493379E1,-1.218606958E0,-1.284911022E0,7.347909397E-1
2.995497179E1,-1.221382997E0,-1.272671337E0,3.883808345E-1
2.996500979E1,-1.201463434E0,-1.274883193E0,2.152266526E-1
2.997504879E1,-1.089401180E0,-1.306182315E0,5.305588067E-2
2.998508679E1,-8.945794829E-1,-1.359737109E0,-1.497354984E-1
2.999512479E1,-7.755111688E-1,-1.359085876E0,-3.393636256E-1
3.000516379E1,-7.073127537E-1,-1.327323654E0,-6.055019850E-1
3.001520179E1,-6.504639304E-1,-1.340195130E0,-9.074030846E-1
